rank,source,title,reward,currency,payment_type,estimated_hours,payment_probability,execution_probability,eligibility_probability,receipt_probability,expected_receivable_value,revenue_velocity,direct_executability_score,queue_priority,requires_human_action,status,url,source_file,source_row,generated_at
65,devpost_api_verified,OpenAI Build Week,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://openai.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,4,2026-07-17T19:32:33.480425+00:00
66,devpost_api_verified,Galuxium Nexus V2,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://galuxium-nexus-v2-29411.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,5,2026-07-17T19:32:33.480425+00:00
67,devpost_api_verified,Brainwave 2026 – X402 Blockchain Track,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://brainwave-2026.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,6,2026-07-17T19:32:33.481424+00:00
68,devpost_api_verified,Pinch Me! I Want 50K: A Nationwide Australian Payments & Fintech Hackathon,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://pinch-me-i-want-50k.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,7,2026-07-17T19:32:33.481424+00:00
69,devpost_api_verified,VoltHacks,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://volthacks.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,8,2026-07-17T19:32:33.481424+00:00
70,devpost_api_verified,Build with DataHub: The Agent Hackathon,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://datahub.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,9,2026-07-17T19:32:33.481424+00:00
71,devpost_api_verified,The Rice University Urban Sustainability Hackathon,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://rice-urban-sustainability.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,10,2026-07-17T19:32:33.482424+00:00
72,devpost_api_verified,Africa Deep Tech Challenge 2026,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://adtc-2026.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,11,2026-07-17T19:32:33.482424+00:00
73,devpost_api_verified,India High School Exoplanet Data Challenge,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://celesta-exoplanet-challenge.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,12,2026-07-17T19:32:33.482424+00:00
74,devpost_api_verified,Backblaze Generative Media Hackathon: Build with Genblaze on B2,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://backblaze-generative-media.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,13,2026-07-17T19:32:33.482424+00:00
75,devpost_api_verified,Open Atlas - AI for Social Good Hackathon 2026,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://oa-ai-for-social-good.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,14,2026-07-17T19:32:33.483424+00:00
76,devpost_api_verified,"IGAD Hackathon 2026: Smarter Early Warning, Stronger Communities",0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://igad-husika-hackathon.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,15,2026-07-17T19:32:33.483424+00:00
77,devpost_api_verified,CockroachDB × AWS Hackathon - Build with Agentic Memory,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://cockroachdb-ai.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,16,2026-07-17T19:32:33.483424+00:00
78,devpost_api_verified,Arm Create: AI Optimization Challenge,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://arm-ai-optimization-challenge.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,17,2026-07-17T19:32:33.483424+00:00
79,devpost_api_verified,YouCam API Skin AI & Apparel VTO Hackathon,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://youcam-api.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,18,2026-07-17T19:32:33.484424+00:00
80,devpost_api_verified,Kuki Designed group,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://kuki-designed-group.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,19,2026-07-17T19:32:33.484424+00:00
81,devpost_api_verified,ML Empowerment Build Challenge 2.0,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://ml-empowerment-2.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,20,2026-07-17T19:32:33.484424+00:00
82,devpost_api_verified,Brainwave 2026,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://brainwaves.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,21,2026-07-17T19:32:33.484424+00:00
83,devpost_api_verified,QuantumHacks,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://quantumhacks.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,22,2026-07-17T19:32:33.484424+00:00
84,devpost_api_verified,Hack the Arts,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://hackthearts.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,23,2026-07-17T19:32:33.485424+00:00
85,devpost_api_verified,GenZ Can Hack 2026,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://genz-can-hack-2026.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,24,2026-07-17T19:32:33.485424+00:00
86,devpost_api_verified,BASK(Business Achievement Spotlight for Kids) Monthly Pitch Competition,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://baskchallenge.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,25,2026-07-17T19:32:33.485424+00:00
87,devpost_api_verified,Build Beyond Hackathon,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://build-beyond-hackathon.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,26,2026-07-17T19:32:33.485424+00:00
88,devpost_api_verified,Zero to Query: LingoQL Hackathon,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://ztq.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,27,2026-07-17T19:32:33.486423+00:00
89,devpost_api_verified,Hack The Limit,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://hack-the-limit-1.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,28,2026-07-17T19:32:33.486423+00:00
90,devpost_api_verified,NeuralSprint,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://neuralsprint.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,29,2026-07-17T19:32:33.487423+00:00
91,devpost_api_verified,AceSAT Education AI-Agent,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://acesat-ai-agent.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,30,2026-07-17T19:32:33.487423+00:00
92,devpost_api_verified,CSC Summer Impactathon,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://csc-summer-impactathon.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,31,2026-07-17T19:32:33.487423+00:00
93,devpost_api_verified,3D Websites Hackathon,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://3d-websites-hackathon.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,32,2026-07-17T19:32:33.488422+00:00
94,devpost_api_verified,ImpactForge,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://impactforge.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,33,2026-07-17T19:32:33.488422+00:00
95,devpost_api_verified,Global AI Hackathon Series with Qwen Cloud,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://qwencloud-hackathon.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,34,2026-07-17T19:32:33.489422+00:00
96,devpost_api_verified,SmartAIthon 2026,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://smartaithon.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,35,2026-07-17T19:32:33.489422+00:00
97,devpost_api_verified,TechCommons Hacks,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://techcommons-hacks.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,36,2026-07-17T19:32:33.489422+00:00
98,devpost_api_verified,DTI Hackathon 2026,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://dti-hackathon-2026-30476.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,37,2026-07-17T19:32:33.490422+00:00
99,devpost_api_verified,AI YES :International Youth AI Competition,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://ai-yes-competition-30441.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,38,2026-07-17T19:32:33.490422+00:00
100,devpost_api_verified,NextGen Innovation2026,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://nextgen-innovation-2026.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,39,2026-07-17T19:32:33.490422+00:00
101,devpost_api_verified,Sound for All,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://sound-for-all.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,40,2026-07-17T19:32:33.491422+00:00
102,devpost_api_verified,Win4AISafety - Open Research Summer Challenge,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://win4aisafety-sain-utrecht.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,41,2026-07-17T19:32:33.491422+00:00
103,devpost_api_verified,DEMOKHE,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://demokhe.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,42,2026-07-17T19:32:33.492422+00:00
104,devpost_api_verified,Global Innovation Build Challenge V2,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://gibc-v2.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,43,2026-07-17T19:32:33.492422+00:00
105,devpost_api_verified,LUMA Hackathon (September 20th - 28th),0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://luma-hackathon-fall.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,44,2026-07-17T19:32:33.492422+00:00
106,devpost_api_verified,Code for Humanity,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://code-for-humanity.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,45,2026-07-17T19:32:33.493422+00:00
107,devpost_api_verified,Assistive Innovation Challenge 2026,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://assistive-innovation-challenge.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,46,2026-07-17T19:32:33.493422+00:00
108,devpost_api_verified,Girls In STEM Global Hackathon,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://girlsinstemhackathon.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,47,2026-07-17T19:32:33.493422+00:00
109,devpost_api_verified,Vitalitics 2026,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://vitalitics26.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,48,2026-07-17T19:32:33.494421+00:00
110,devpost_api_verified,Hackonomics 2027,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://hackonomics27.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,49,2026-07-17T19:32:33.494421+00:00
111,devpost_api_verified,DSH Pitch,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://dsh-pitch-30500.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,50,2026-07-17T19:32:33.494421+00:00
112,devpost_api_verified,AnimalHack 2026,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://animalhack2026.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,51,2026-07-17T19:32:33.495421+00:00
113,devpost_api_verified,305 SummerCodex Edition July 2026,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://305summercodexjul2026.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,52,2026-07-17T19:32:33.495421+00:00
114,devpost_api_verified,Brewing Codes 4.0,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://brewing-codes-4-0.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,53,2026-07-17T19:32:33.496421+00:00
115,devpost_api_verified,Ventura Challenge,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://ventura-challenge.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,54,2026-07-17T19:32:33.496421+00:00
116,devpost_api_verified,BuunieX Hackathon,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://buuniex-hackathon.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,55,2026-07-17T19:32:33.496421+00:00
117,devpost_api_verified,LaunchHacks V,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://launchhacks-v.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,56,2026-07-17T19:32:33.497421+00:00
118,devpost_api_verified,HackTitan,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://hacktitan.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,57,2026-07-17T19:32:33.497421+00:00
119,devpost_api_verified,RevenueCat Shipaton 2026,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://revenuecat-shipaton-2026.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,58,2026-07-17T19:32:33.498421+00:00
120,devpost_api_verified,Next Byte Hacks V3,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://next-byte-hacks-v3.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,59,2026-07-17T19:32:33.498421+00:00
121,devpost_api_verified,Measure up,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://measureme-up.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,60,2026-07-17T19:32:33.498421+00:00
122,devpost_api_verified,HTCJ Aviation Futures Innovation Challenge,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://htcj-aviation-futures.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,61,2026-07-17T19:32:33.499421+00:00
123,devpost_api_verified,Rampamble,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://rampamble.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,62,2026-07-17T19:32:33.499421+00:00
124,devpost_api_verified,Since AI 2026,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://sinceai2026.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,63,2026-07-17T19:32:33.499421+00:00
125,devpost_api_verified,codeLinc 11 with Lincoln Financial & AWS,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://codelinc11.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,64,2026-07-17T19:32:33.499421+00:00
126,devpost_api_verified,BearHacks 2027,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://bearhacks2027.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,65,2026-07-17T19:32:33.499421+00:00
127,devpost_api_verified,CS Girlies Annual Hackathon - Technology For Wellness,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://cs-girlies-wellness-hackathon.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,66,2026-07-17T19:32:33.500421+00:00
128,devpost_api_verified,AI Builders Hackathon,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://ai-builders-hackathon-2026.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,67,2026-07-17T19:32:33.500421+00:00
129,devpost_api_verified,OneAquaHealth IEEE Global Hackathon,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://oneaquahealth-ieee-hackathon.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,68,2026-07-17T19:32:33.500421+00:00
130,devpost_api_verified,"IncludAI - The Neurodiversity Hackathon, in Partnership with Stanford NNEA",0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://includai-2026.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_api_verified.csv,69,2026-07-17T19:32:33.501421+00:00
