rank,queue_status,verification_score,priority_score,title,category,source,url,reward_amount,reward_currency,payment_method,difficulty,estimated_hours,risk_level,country_eligibility,country_restrictions,kyc_required,human_approval_required,verification_status,recommended_action,recommendation_reason,verified_at
60,BLOCKED_REWARD_UNVERIFIED,33.2,0.0,TLN Hackathon 2026,hackathon,Devpost Hackathons,https://tln-cybersecurity-challenge.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,verified,Realizar revisão humana curta antes da preparação.,"A oportunidade parece executável, mas ainda possui informação incompleta.",2026-09-05T04:54:39.145315+00:00
61,BLOCKED_REWARD_UNVERIFIED,33.2,0.0,Agentic Cinema: The Blockbuster Hackathon,hackathon,Devpost Hackathons,https://agentic-cinema.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,verified,Realizar revisão humana curta antes da preparação.,"A oportunidade parece executável, mas ainda possui informação incompleta.",2026-09-05T04:54:38.951581+00:00
62,BLOCKED_REWARD_UNVERIFIED,33.2,0.0,Agents for Humans Hackathon,hackathon,Devpost Hackathons,https://agentsforhumans.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,verified,Realizar revisão humana curta antes da preparação.,"A oportunidade parece executável, mas ainda possui informação incompleta.",2026-09-05T04:54:38.765573+00:00
63,BLOCKED_REWARD_UNVERIFIED,33.2,0.0,Nebius x NVIDIA Global AI Hackathon,hackathon,Devpost Hackathons,https://nebiusglobalaihackathon.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,verified,Realizar revisão humana curta antes da preparação.,"A oportunidade parece executável, mas ainda possui informação incompleta.",2026-09-05T04:54:38.572472+00:00
64,BLOCKED_REWARD_UNVERIFIED,33.2,0.0,"Build, Ship, Shape: Amazon Developer Hackathon",hackathon,Devpost Hackathons,https://amazonappdev2026.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,verified,Realizar revisão humana curta antes da preparação.,"A oportunidade parece executável, mas ainda possui informação incompleta.",2026-09-05T04:54:38.386344+00:00
65,BLOCKED_REWARD_UNVERIFIED,32.84,0.0,Shared OS Hackathon,hackathon,Devpost Hackathons,https://shared-os-hackathon.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,verified,Realizar revisão humana curta antes da preparação.,"A oportunidade parece executável, mas ainda possui informação incompleta.",2026-09-05T12:41:00.404803+00:00
66,BLOCKED_REWARD_UNVERIFIED,32.84,0.0,IEEE ClimateChain Global Hackathon,hackathon,Devpost Hackathons,https://ieee-climatechain-hack.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,verified,Realizar revisão humana curta antes da preparação.,"A oportunidade parece executável, mas ainda possui informação incompleta.",2026-09-05T04:54:39.521257+00:00
67,BLOCKED_REWARD_UNVERIFIED,32.84,0.0,AI Content Engine Hackathon,hackathon,Devpost Hackathons,https://ai-content-engine-hacks.devpost.com/,0.0,,,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,verified,Realizar revisão humana curta antes da preparação.,"A oportunidade parece executável, mas ainda possui informação incompleta.",2026-09-05T04:54:39.334745+00:00
68,BLOCKED_REWARD_UNVERIFIED,32.66,0.0,LexHack 2026,hackathon,Devpost Hackathons,https://lexhack-2026.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,verified,Realizar revisão humana curta antes da preparação.,"A oportunidade parece executável, mas ainda possui informação incompleta.",2026-09-05T04:54:40.722668+00:00
69,BLOCKED_REWARD_UNVERIFIED,32.66,0.0,CALL-E: Your Code Is Calling,hackathon,Devpost Hackathons,https://call-e.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,verified,Realizar revisão humana curta antes da preparação.,"A oportunidade parece executável, mas ainda possui informação incompleta.",2026-09-05T04:54:40.532758+00:00
70,BLOCKED_REWARD_UNVERIFIED,32.66,0.0,"OpenCV AI Competition 2026, powered by AWS",hackathon,Devpost Hackathons,https://opencv26.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,verified,Realizar revisão humana curta antes da preparação.,"A oportunidade parece executável, mas ainda possui informação incompleta.",2026-09-05T04:54:40.340244+00:00
71,BLOCKED_REWARD_UNVERIFIED,32.66,0.0,UnivaBio,hackathon,Devpost Hackathons,https://univabio.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,verified,Realizar revisão humana curta antes da preparação.,"A oportunidade parece executável, mas ainda possui informação incompleta.",2026-09-05T04:54:40.149578+00:00
72,BLOCKED_REWARD_UNVERIFIED,32.66,0.0,Global Innovation Build Challenge V2,hackathon,Devpost Hackathons,https://gibc-v2.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,verified,Realizar revisão humana curta antes da preparação.,"A oportunidade parece executável, mas ainda possui informação incompleta.",2026-09-05T04:54:39.899466+00:00
73,BLOCKED_REWARD_UNVERIFIED,32.66,0.0,GatewayHacks 2026 | Software & AI,hackathon,Devpost Hackathons,https://gatewayhacks-2026.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,verified,Realizar revisão humana curta antes da preparação.,"A oportunidade parece executável, mas ainda possui informação incompleta.",2026-09-05T04:54:39.705784+00:00
74,BLOCKED_REWARD_UNVERIFIED,32.52,0.0,Code to Connect: Women in Tech Hackathon 2026,hackathon,Devpost Hackathons,https://code-to-connect-wit.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,verified,Realizar revisão humana curta antes da preparação.,"A oportunidade parece executável, mas ainda possui informação incompleta.",2026-09-05T04:54:41.474974+00:00
75,BLOCKED_REWARD_UNVERIFIED,32.52,0.0,Hack2Heal 2.0 - Global Healthcare Innovation Hackathon,hackathon,Devpost Hackathons,https://hack2heal.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,verified,Realizar revisão humana curta antes da preparação.,"A oportunidade parece executável, mas ainda possui informação incompleta.",2026-09-05T04:54:41.287241+00:00
76,BLOCKED_REWARD_UNVERIFIED,32.52,0.0,Next Founders Hackathon,hackathon,Devpost Hackathons,https://next-founders.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,verified,Realizar revisão humana curta antes da preparação.,"A oportunidade parece executável, mas ainda possui informação incompleta.",2026-09-05T04:54:41.098456+00:00
77,BLOCKED_REWARD_UNVERIFIED,32.52,0.0,CSC Back-to-School Hackathon,hackathon,Devpost Hackathons,https://csc-back-to-school.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,verified,Realizar revisão humana curta antes da preparação.,"A oportunidade parece executável, mas ainda possui informação incompleta.",2026-09-05T04:54:40.909388+00:00
78,BLOCKED_REWARD_UNVERIFIED,32.3,0.0,Syndicate by Maximor,hackathon,Devpost Hackathons,https://syndicate-by-maximor.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,verified,Realizar revisão humana curta antes da preparação.,"A oportunidade parece executável, mas ainda possui informação incompleta.",2026-09-05T17:44:55.793447+00:00
79,BLOCKED_REWARD_UNVERIFIED,32.3,0.0,NeuroHack - 1.0,hackathon,Devpost Hackathons,https://neurohack-1-0-by-axonic.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,verified,Realizar revisão humana curta antes da preparação.,"A oportunidade parece executável, mas ainda possui informação incompleta.",2026-09-05T04:54:42.832989+00:00
80,BLOCKED_REWARD_UNVERIFIED,32.3,0.0,Neighborhood Hacks,hackathon,Devpost Hackathons,https://neighborhood-hacks-2026.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,verified,Realizar revisão humana curta antes da preparação.,"A oportunidade parece executável, mas ainda possui informação incompleta.",2026-09-05T04:54:42.611470+00:00
81,BLOCKED_REWARD_UNVERIFIED,32.3,0.0,EurekaDev 2026,hackathon,Devpost Hackathons,https://eurekadev.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,verified,Realizar revisão humana curta antes da preparação.,"A oportunidade parece executável, mas ainda possui informação incompleta.",2026-09-05T04:54:42.425940+00:00
82,BLOCKED_REWARD_UNVERIFIED,32.3,0.0,COMPSPHERE 12,hackathon,Devpost Hackathons,https://compsphere12.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,verified,Realizar revisão humana curta antes da preparação.,"A oportunidade parece executável, mas ainda possui informação incompleta.",2026-09-05T04:54:42.236911+00:00
83,BLOCKED_REWARD_UNVERIFIED,32.3,0.0,Hyperbloom September - AI/ML,hackathon,Devpost Hackathons,https://hyperbloom-september.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,verified,Realizar revisão humana curta antes da preparação.,"A oportunidade parece executável, mas ainda possui informação incompleta.",2026-09-05T04:54:42.042885+00:00
84,BLOCKED_REWARD_UNVERIFIED,32.3,0.0,NextStep Hacks 2026,hackathon,Devpost Hackathons,https://nextstep2026.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,verified,Realizar revisão humana curta antes da preparação.,"A oportunidade parece executável, mas ainda possui informação incompleta.",2026-09-05T04:54:41.851774+00:00
85,BLOCKED_REWARD_UNVERIFIED,32.3,0.0,Zero Origin,hackathon,Devpost Hackathons,https://zero-origin.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,verified,Realizar revisão humana curta antes da preparação.,"A oportunidade parece executável, mas ainda possui informação incompleta.",2026-09-05T04:54:41.662229+00:00
86,BLOCKED_REWARD_UNVERIFIED,32.3,0.0,ML Empowerment Build Challenge 2.0,hackathon,Devpost Hackathons,https://ml-empowerment-2.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,expired,Descartar como expirada.,O prazo identificado já terminou.,2026-08-27T12:32:16.105896+00:00
87,BLOCKED_REWARD_UNVERIFIED,32.3,0.0,Arm Create: AI Optimization Challenge,hackathon,Devpost Hackathons,https://arm-ai-optimization-challenge.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,expired,Descartar como expirada.,O prazo identificado já terminou.,2026-08-27T12:32:15.638393+00:00
88,BLOCKED_REWARD_UNVERIFIED,32.21,0.0,Acodemic X G.I.R.L.S. Global SDG Hackathon,hackathon,Devpost Hackathons,https://acodemic-hackathon.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,verified,Realizar revisão humana curta antes da preparação.,"A oportunidade parece executável, mas ainda possui informação incompleta.",2026-09-05T04:54:43.022041+00:00
89,BLOCKED_REWARD_UNVERIFIED,31.98,0.0,Lake Oswego Hacks,hackathon,Devpost Hackathons,https://lake-oswego-hacks.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,verified,Realizar revisão humana curta antes da preparação.,"A oportunidade parece executável, mas ainda possui informação incompleta.",2026-09-05T04:54:44.355305+00:00
90,BLOCKED_REWARD_UNVERIFIED,31.98,0.0,United Hacks V8,hackathon,Devpost Hackathons,https://unitedhacksv8.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,verified,Realizar revisão humana curta antes da preparação.,"A oportunidade parece executável, mas ainda possui informação incompleta.",2026-09-05T04:54:44.149755+00:00
91,BLOCKED_REWARD_UNVERIFIED,31.98,0.0,Arbiter Hacks V1,hackathon,Devpost Hackathons,https://arbiter-hacks-v1.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,verified,Realizar revisão humana curta antes da preparação.,"A oportunidade parece executável, mas ainda possui informação incompleta.",2026-09-05T04:54:43.963718+00:00
92,BLOCKED_REWARD_UNVERIFIED,31.98,0.0,ForgeHacks Online 2026,hackathon,Devpost Hackathons,https://forgehacks-2026.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,verified,Realizar revisão humana curta antes da preparação.,"A oportunidade parece executável, mas ainda possui informação incompleta.",2026-09-05T04:54:43.776242+00:00
93,BLOCKED_REWARD_UNVERIFIED,31.98,0.0,Banana Hacks,hackathon,Devpost Hackathons,https://banana-hacks-1111.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,verified,Realizar revisão humana curta antes da preparação.,"A oportunidade parece executável, mas ainda possui informação incompleta.",2026-09-05T04:54:43.589376+00:00
94,BLOCKED_REWARD_UNVERIFIED,31.98,0.0,3rd-Web-Hack,hackathon,Devpost Hackathons,https://3rd-web-hack.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,verified,Realizar revisão humana curta antes da preparação.,"A oportunidade parece executável, mas ainda possui informação incompleta.",2026-09-05T04:54:43.400787+00:00
95,BLOCKED_REWARD_UNVERIFIED,31.98,0.0,Beginner's Paradise - FirstCommit,hackathon,Devpost Hackathons,https://firstcommit.devpost.com/,0.0,,,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,verified,Realizar revisão humana curta antes da preparação.,"A oportunidade parece executável, mas ainda possui informação incompleta.",2026-09-05T04:54:43.214509+00:00
96,BLOCKED_REWARD_UNVERIFIED,28.9,0.0,Freelance Copywriter,paid_development,Remotive,https://remotive.com/remote-jobs/writing/freelance-copywriter-1749306,0.0,,,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,verified,Realizar revisão humana curta antes da preparação.,"A oportunidade parece executável, mas ainda possui informação incompleta.",2026-08-27T12:27:23.225045+00:00
97,BLOCKED_REWARD_UNVERIFIED,27.82,0.0,Schedule a call,coding_bounty,Algora Open Bounties,https://cal.com/ioannisflo,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,verified,Realizar revisão humana curta antes da preparação.,"A oportunidade parece executável, mas ainda possui informação incompleta.",2026-08-26T16:36:04.423274+00:00
98,BLOCKED_REWARD_UNVERIFIED,27.54,0.0,Preliminary agenda announced for the Open Technology Research Symposium 2026,open_source,Open Source Initiative,https://opensource.org/blog/preliminary-agenda-announced-for-the-open-technology-research-symposium-2026,0.0,,,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,verified,Realizar revisão humana curta antes da preparação.,"A oportunidade parece executável, mas ainda possui informação incompleta.",2026-08-26T20:04:56.379243+00:00
99,BLOCKED_NOT_EXECUTABLE,6.85,0.0,"Opportunity acquisition v0: grants, credits, bounties, and open-infrastructure funding",ai_bounty,AI Agent Bounties,https://github.com/gleephoenixcrew/glee-operator-tools/issues/12,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,"open toolkit that lets agentic systems prove what action occurred, which evidence supports it, whether a human escalation actually arrived, and whether provenance clai",0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:01:43.054467+00:00
100,BLOCKED_NOT_EXECUTABLE,5.2,0.0,Global AI Hackathon Series with Qwen Cloud,hackathon,Devpost Hackathons,https://qwencloud-hackathon.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,expired,Descartar como expirada.,O prazo identificado já terminou.,2026-08-27T12:27:54.872935+00:00
101,BLOCKED_NOT_EXECUTABLE,5.2,0.0,Backblaze Generative Media Hackathon: Build with Genblaze on B2,hackathon,Devpost Hackathons,https://backblaze-generative-media.devpost.com/,0.0,,,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,expired,Descartar como expirada.,O prazo identificado já terminou.,2026-08-27T12:27:54.155097+00:00
102,BLOCKED_NOT_EXECUTABLE,5.2,0.0,The Rice University Urban Sustainability Hackathon,hackathon,Devpost Hackathons,https://rice-urban-sustainability.devpost.com/,0.0,,,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T12:27:53.353846+00:00
103,BLOCKED_NOT_EXECUTABLE,5.2,0.0,Build with DataHub: The Agent Hackathon,hackathon,Devpost Hackathons,https://datahub.devpost.com/,0.0,,,alta,80.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,expired,Descartar como expirada.,O prazo identificado já terminou.,2026-08-27T12:27:52.629287+00:00
104,BLOCKED_NOT_EXECUTABLE,4.84,0.0,"The Blueprint Hackathon (For All Ages, July 17th-31st)",hackathon,Devpost Hackathons,https://the-blueprint-hackathon.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,expired,Descartar como expirada.,O prazo identificado já terminou.,2026-08-27T12:31:46.164914+00:00
105,BLOCKED_NOT_EXECUTABLE,4.84,0.0,"IncludAI - The Neurodiversity Hackathon, in Partnership with Stanford NNEA",hackathon,Devpost Hackathons,https://includai-2026.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,"resident of CAST Los Angeles Chapter Benslyne Avril Registered Psychotherapist, Clinical Director, uOttawa Lecturer Wendy Xiong Cha",0,0,expired,Descartar como expirada.,O prazo identificado já terminou.,2026-08-27T12:31:45.381443+00:00
106,BLOCKED_NOT_EXECUTABLE,4.84,0.0,OneAquaHealth IEEE Global Hackathon,hackathon,Devpost Hackathons,https://oneaquahealth-ieee-hackathon.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T12:31:44.592405+00:00
107,BLOCKED_NOT_EXECUTABLE,4.84,0.0,AI Builders Hackathon,hackathon,Devpost Hackathons,https://ai-builders-hackathon-2026.devpost.com/,0.0,,PayPal,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T12:31:43.922112+00:00
108,BLOCKED_NOT_EXECUTABLE,4.84,0.0,YouCam API Skin AI & Apparel VTO Hackathon,hackathon,Devpost Hackathons,https://youcam-api.devpost.com/,0.0,,,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,expired,Descartar como expirada.,O prazo identificado já terminou.,2026-08-27T12:31:42.115958+00:00
109,BLOCKED_NOT_EXECUTABLE,4.84,0.0,CockroachDB × AWS Hackathon - Build with Agentic Memory,hackathon,Devpost Hackathons,https://cockroachdb-ai.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,expired,Descartar como expirada.,O prazo identificado já terminou.,2026-08-27T12:31:41.410973+00:00
110,BLOCKED_NOT_EXECUTABLE,4.66,0.0,RevenueCat Shipaton 2026,hackathon,Devpost Hackathons,https://revenuecat-shipaton-2026.devpost.com/,0.0,,Stripe,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T12:32:03.224638+00:00
111,BLOCKED_NOT_EXECUTABLE,4.66,0.0,LaunchHacks V,hackathon,Devpost Hackathons,https://launchhacks-v.devpost.com/,0.0,,,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,"resident of Product Marketing, U",0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T12:32:01.488374+00:00
112,BLOCKED_NOT_EXECUTABLE,4.66,0.0,Brewing Codes 4.0,hackathon,Devpost Hackathons,https://brewing-codes-4-0.devpost.com/,0.0,,,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-27T12:32:00.805373+00:00
